id,vertex_index,X,Y
"1","32",26.7271039225701,40.4078243371366
"1","33",26.7103273532891,40.3982946795251
"1","34",26.6958178879651,40.3913191360263
"1","35",26.6804922652166,40.3821324170349
"1","36",26.6697915345401,40.3728753020707
"1","37",26.6556448058491,40.3623041753798
"1","38",26.640772603892,40.3496582406302
"1","39",26.6232705613448,40.3338297415821
"1","40",26.6145648821504,40.3249808680987
"1","41",26.6066753603805,40.3191731643691
"1","42",26.598604470294,40.3128117727314
"1","43",26.5889012653585,40.3056890688495
"1","44",26.5797421653727,40.2973206610762
"1","45",26.5706737495452,40.2915797489116
"1","46",26.5608798604514,40.2851465811765
"1","47",26.5518114446239,40.2805115539916
"1","48",26.5434685020626,40.2751843392288
"1","49",26.5330398238609,40.2681268630366
"1","50",26.5222484090262,40.2605150339142
"1","51",26.5099153635007,40.2521410326292
"1","52",26.4999401060904,40.245288806222
"1","53",26.4926853734284,40.2419662649226
"1","54",26.4828008001764,40.2361514252625
"1","55",26.4717373328668,40.2308207168771
"1","56",26.4606738655572,40.2259050165271
"1","57",26.4477060309238,40.2198118223932
"1","58",26.4287530418443,40.2143413290204
"1","59",26.4083491062324,40.2085933728846
"1","60",26.3948371666493,40.2028449292612
"1","61",26.3896681696276,40.193216925891
"1","62",26.3860408032966,40.1819247919191
"1","63",26.386494224088,40.1695220619743
"1","64",26.3892147488363,40.1556615818561
"1","65",26.3893054329945,40.1444325186821
"1","66",26.383864383498,40.1346575637715
"1","67",26.3727102320302,40.1244651560765
"1","68",26.3577473459147,40.1144792748122
"1","69",26.3417869340583,40.1000526350722
"1","70",26.3316303083314,40.0911731822002
"1","71",26.3200227360722,40.0822925707561
"1","72",26.3040623242157,40.0711901773037
"1","73",26.2677886609056,40.0489799603711
"1","74",26.2431225698547,40.0378721371354
"1","75",26.2257112114659,40.0334285011229
"1","76",26.1995941738826,40.0312065745382
"1","77",26.1604186175076,40.0200958558688
"1","78",26.1197921146003,40.0078719753807
"1","79",26.1031062294776,40.003982061284
"1","80",26.0494212077787,39.9881425511807
"1","81",26.0008144989431,39.9745229924817
"1","82",25.9848540870866,39.9711871986921
"1","83",25.9442275841793,39.9567302110154
"1","84",25.9065029743368,39.9433825861393
"1","85",25.8905425624803,39.9367077970282
"1","86",25.8484651130406,39.9236344490618
"1","87",25.8557198457026,39.9177923589146
"1","88",25.7976819844064,39.8966453906473
"1","89",25.7730158933555,39.8888527569212
"1","90",25.7381931765778,39.8777188862279
"1","91",25.7280365508509,39.8732648317358
